pathway	external_id	source	hgnc_symbol_ids
Citrullinemia Type I	SMP00001	SMPDB	GOT2,ARG1,OTC,GLUD1,SLC25A12,GPT,SLC1A4,SLC1A5,SLC25A15,ASS1,CPS1,GLS2,ASL
Carbamoyl Phosphate Synthetase Deficiency	SMP00002	SMPDB	GOT2,ARG1,OTC,GLUD1,SLC25A12,GPT,SLC1A4,SLC1A5,SLC25A15,ASS1,CPS1,GLS2,ASL
Argininosuccinic Aciduria	SMP00003	SMPDB	GOT2,ARG1,OTC,GLUD1,SLC25A12,GPT,SLC1A4,SLC1A5,SLC25A15,ASS1,CPS1,GLS2,ASL
Olmesartan Action Pathway	SMP00163	SMPDB	AGTR1,AGT,REN,ACE
Losartan Action Pathway	SMP00162	SMPDB	AGTR1,AGT,REN,ACE
Irbesartan Action Pathway	SMP00161	SMPDB	AGTR1,AGT,REN,ACE
Forasartan Action Pathway	SMP00160	SMPDB	AGTR1,AGT,REN,ACE
Adenylosuccinate Lyase Deficiency	SMP00167	SMPDB	RRM1,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,NUDT5,ENTPD8,APRT,GUK1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,PDE4D
Valsartan Action Pathway	SMP00165	SMPDB	AGTR1,AGT,REN,ACE
Telmisartan Action Pathway	SMP00164	SMPDB	AGTR1,AGT,REN,ACE
The oncogenic action of Succinate	SMP02292	SMPDB	MPC1,HIF1A,CS,MDH2,FH,SLC25A10,IDH3A,OGDH,IDH3B,IDH3G,PC,KDM2A,PDHB,PDHA1,DLD,TET1,IDH2,IDH1,SUCLG2,SUCLG1,ACO1,ACO2,EGLN3,EGLN2,EGLN1,DLST,DLAT,SDHA,SDHC,SDHB,SDHD
Alkaptonuria	SMP00169	SMPDB	TAT,DBH,COMT,AOC1,ALDH3A1,GSTZ1,MAOA,MIF,FAH,HAAO,PNMT,ADH1A,DDC,DCT,GOT1,HGD,TYR,HPD
AICA-Ribosiduria	SMP00168	SMPDB	RRM1,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,NUDT5,ENTPD8,APRT,GUK1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,PDE4D
The oncogenic action of Fumarate	SMP02295	SMPDB	MPC1,HIF1A,CS,MDH2,FH,SLC25A10,IDH3A,OGDH,IDH3B,IDH3G,PC,KDM2A,PDHB,PDHA1,DLD,TET1,IDH2,IDH1,SUCLG2,SUCLG1,ACO1,ACO2,EGLN3,EGLN2,EGLN1,DLST,DLAT,SDHA,SDHC,SDHB,SDHD
Quinidine Action Pathway	SMP00323	SMPDB	KCNE2,RYR2,KCNE1,SNTB2,ATP2A2,SNTB1,TNNT1,SNTA1,MYLK,ALG10B,TNNC1,TNNC2,FXYD2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,KCNJ11,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,TPM1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Vasopressin Regulation of Water Homeostasis	SMP00322	SMPDB	ADCY2,GNAS,AVPR2,FSHR,GNB1,GNG12,PRKACB
Primary hyperoxaluria II, PH2	SMP00558	SMPDB	GRHPR,PCK1,LDHAL6A,ME1,MDH1,ME2,PKLR,PC,HAGH,ACAT1,LDHD,GLO1,PDHB,PDHA1,ACACA,DLD,ACSS2,DLAT,AKR1B1,ACOT12,ACYP1,ALDH2
Sotalol Action Pathway	SMP00660	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Pyruvate kinase deficiency	SMP00559	SMPDB	GRHPR,PCK1,LDHAL6A,ME1,MDH1,ME2,PKLR,PC,HAGH,ACAT1,LDHD,GLO1,PDHB,PDHA1,ACACA,DLD,ACSS2,DLAT,AKR1B1,ACOT12,ACYP1,ALDH2
Epinephrine Action Pathway	SMP00661	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Acetaminophen  Action Pathway	SMP00710	SMPDB	CYP2J2,PTGS2,PTGS1,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,PRXL2B,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Thyroid hormone synthesis	SMP00716	SMPDB	TPO,DUOX2,CYBB,DUOX1,NOX3,CYBA,SLC5A5,TG,NOX4
Apparent mineralocorticoid excess syndrome	SMP00717	SMPDB	CYP11A1,CYP21A2,AKR1D1,CYP17A1,HSD3B1,HSD3B2,AKR1C4,CYP11B2,CYP11B1,HSD11B2,HSD11B1
3-Beta-Hydroxysteroid Dehydrogenase Deficiency	SMP00718	SMPDB	CYP11A1,CYP21A2,AKR1D1,CYP17A1,HSD3B1,HSD3B2,AKR1C4,CYP11B2,CYP11B1,HSD11B2,HSD11B1
2-aminoadipic 2-oxoadipic aciduria	SMP00719	SMPDB	HADH,AADAT,ACAT1,AASS,SLC25A2,PIPOX,SLC7A2,DLD,DLST,DHTKD1,ECHS1,ALDH7A1,GCDH
Ethacrynic Acid Action Pathway	SMP00097	SMPDB	FXYD2,SLC7A8,NR3C2,SLC7A6,SLC7A7,SLC7A5,SLC14A2,CLCNKA,AQP3,SCNN1D,SLC7A9,SCNN1G,SLC12A6,SLC12A1,SCNN1B,SLC12A3,SLC38A4,AQP2,SCNN1A,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,ATP1A1,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Celecoxib Action Pathway	SMP00096	SMPDB	CYP2J2,PTGS2,PTGS1,CYP2B6,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP3A4,CYP2U1,AKR1C3,CYP2D6,CBR1,LTC4S,PRXL2B,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C9,CYP2C8,CYP4A11,UGT1A10,JMJD7-PLA2G4B,CYP2E1,GPX1,ADH1B,ADH1A,ALOX15B
Alendronate Action Pathway	SMP00095	SMPDB	MSMO1,SOAT1,TM7SF2,NSDHL,IDI1,SC5D,GGPS1,SQLE,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,LIPA,HMGCS1,MVD,HMGCR,MVK,DHCR24,FDPS,PMVK,EBP
Sulindac Action Pathway	SMP00094	SMPDB	CYP2J2,PTGS2,PTGS1,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,PRXL2B,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Diclofenac Action Pathway	SMP00093	SMPDB	CYP2J2,PTGS2,EPHX2,CBR1,PTGS1,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,PRXL2B,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Rosuvastatin Action Pathway	SMP00092	SMPDB	MSMO1,SOAT1,TM7SF2,NSDHL,IDI1,SC5D,GGPS1,SQLE,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,LIPA,HMGCS1,MVD,HMGCR,MVK,DHCR24,FDPS,PMVK,EBP
Quinethazone Action Pathway	SMP00091	SMPDB	FXYD2,SLC7A8,NR3C2,SLC7A6,SLC7A7,SLC7A5,SLC14A2,CLCNKA,AQP3,SCNN1D,SLC7A9,SCNN1G,SLC12A6,SLC12A1,SCNN1B,SLC12A3,SLC38A4,AQP2,SCNN1A,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,ATP1A1,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Bendroflumethiazide Action Pathway	SMP00090	SMPDB	FXYD2,SLC7A8,NR3C2,SLC7A6,SLC7A7,SLC7A5,SLC14A2,CLCNKA,AQP3,SCNN1D,SLC7A9,SCNN1G,SLC12A6,SLC12A1,SCNN1B,SLC12A3,SLC38A4,AQP2,SCNN1A,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,ATP1A1,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Pyruvate dehydrogenase deficiency (E3)	SMP00550	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Lovastatin Action Pathway	SMP00099	SMPDB	MSMO1,SOAT1,TM7SF2,NSDHL,IDI1,SC5D,GGPS1,SQLE,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,LIPA,HMGCS1,MVD,HMGCR,MVK,DHCR24,FDPS,PMVK,EBP
Ketorolac Action Pathway	SMP00098	SMPDB	CYP2J2,PTGS2,PTGS1,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,PRXL2B,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Betaxolol Action Pathway	SMP00299	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Atenolol Action Pathway	SMP00298	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Pyruvate dehydrogenase deficiency (E2)	SMP00551	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Alprenolol Action Pathway	SMP00297	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Acebutolol Action Pathway	SMP00296	SMPDB	KCNE2,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,SNTA1,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
2-ketoglutarate dehydrogenase complex deficiency	SMP00549	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Mitochondrial complex II deficiency	SMP00548	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Trifunctional protein deficiency	SMP00545	SMPDB	CPT1A,HADHA,ACADVL,ACAA2,HADHB,ACSL1,CPT2,ACAT1,ECHS1,ACADS,ACADSB,ACADL,ACADM,GCDH
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)	SMP00544	SMPDB	HSD17B10,ACAA2,HADHB,PPT1,HADHA,ECHS1,MECR
Fumarase deficiency	SMP00547	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Congenital lactic acidosis	SMP00546	SMPDB	IDH3A,PC,OGDH,PDHA1,IDH3G,DLD,MPC1,DLST,SDHD,SUCLG1,SDHB,SUCLG2,FH,DLAT,MDH2,CS,SDHC,PDHB,SDHA,IDH3B,ACO2
Carnitine palmitoyl transferase deficiency (II)	SMP00541	SMPDB	CPT1A,HADHA,ACADVL,ACAA2,HADHB,ACSL1,CPT2,ACAT1,ECHS1,ACADS,ACADSB,ACADL,ACADM,GCDH
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	SMP00540	SMPDB	CPT1A,HADHA,ACADVL,ACAA2,HADHB,ACSL1,CPT2,ACAT1,ECHS1,ACADS,ACADSB,ACADL,ACADM,GCDH
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	SMP00543	SMPDB	MTFMT,MTHFD1L,MTHFD2,MTHFD1,DHFR,MTHFS,ALDH1L1,DHFRP1,MTHFR,FTCD,FPGS,GGH,SLC46A1
Medium chain acyl-coa dehydrogenase deficiency (MCAD)	SMP00542	SMPDB	CPT1A,HADHA,ACADVL,ACAA2,HADHB,ACSL1,CPT2,ACAT1,ECHS1,ACADS,ACADSB,ACADL,ACADM,GCDH
Methadone Metabolism Pathway	SMP00624	SMPDB	CYP2C8,CYP2D6,CYP2B6,CYP3A7-CYP3A51P,GRIN3A,OPRM1,GRIN2A,CYP2C19,CYP3A7,GRIN1,CYP3A4
Imipramine Metabolism Pathway	SMP00625	SMPDB	SLC6A2,CYP1A2,CYP2D6,SLC6A4,CYP2C19,CYP3A4
Desipramine Metabolism Pathway	SMP00626	SMPDB	SLC6A2,CYP2D6,SLC6A4
Citalopram Metabolism Pathway	SMP00627	SMPDB	AOX1,CYP2D6,SLC6A4,MAOB,MAOA,CYP2C19,CYP3A7,CYP3A7-CYP3A51P
Lidocaine (Local Anaesthetic) Metabolism Pathway	SMP00620	SMPDB	CYP1A2,SCN1B,CYP3A4,SCN10A
Codeine Metabolism Pathway	SMP00621	SMPDB	UGT2B7,OPRM1,CYP3A4,CYP2D6
Morphine Metabolism Pathway	SMP00622	SMPDB	UGT2B7,UGT2B4,PDIA4,HSPA5,DNAJB11,PDIA6,HYOU1,PDIA2,UGT1A1,UGT2B15,OPRM1,UGT1A8,ERP29,SDF2L1,PPIB,UGT1A3
Heroin Metabolism Pathway	SMP00623	SMPDB	CES1,OPRM1,CES2,BCHE
Nicotine Metabolism Pathway	SMP00628	SMPDB	FMO3,AOX1,CHRNB2,CYP2B6,CHRNA4,UGT1A9,CHRNA3,UGT1A4,CYP2A6
Adefovir Dipivoxil Metabolism Pathway	SMP00629	SMPDB	AK2,AK1,NME1,NME2,NME1-NME2
Dipyridamole (Antiplatelet) Action Pathway	SMP00264	SMPDB	PDE4D
Abciximab Action Pathway	SMP00265	SMPDB	ITGA2B,ITGB3
Gaucher Disease	SMP00349	SMPDB	SPHK2,UGCG,GBA,UGT8,GLA,SGMS1,GAL3ST1,ACER3,SGPL1,ACER1,SPTLC2,SPTLC1,SGPP2,B4GALT6,PLPP1,ENPP7,DEGS2,GALC,KDSR,ARSA,CERK,NEU3
Globoid Cell Leukodystrophy	SMP00348	SMPDB	SPHK2,UGCG,GBA,UGT8,GLA,SGMS1,GAL3ST1,ACER3,SGPL1,ACER1,SPTLC2,SPTLC1,SGPP2,B4GALT6,PLPP1,ENPP7,DEGS2,GALC,KDSR,ARSA,CERK,NEU3
Clopidogrel Action Pathway	SMP00260	SMPDB	CYP2C9,CYP1A2,PON1,CYP2B6,P2RY12,ABCB1,CYP2C19,CYP3A4,CYP3A5
Ticlopidine Action Pathway	SMP00261	SMPDB	P2RY12
Cilostazol Action Pathway	SMP00263	SMPDB	PDE4D
Intracellular Signalling Through PGD2 receptor and Prostaglandin D2	SMP00343	SMPDB	ADCY2,GNAS,GNB1,GNG12,PRKACB,PTGDR
Hereditary Coproporphyria (HCP)	SMP00342	SMPDB	HMBS,ALAD,PPOX,COX10,HMOX1,FTMT,UROS,CPOX,ALAS1,UGT2B11,UROD,BLVRA,COX15,FECH,GUSB
Hypermethioninemia	SMP00341	SMPDB	MTFMT,MAT2A,BHMT,CBS,MTHFR,MTAP,DNMT1,MARS1,MSRB3,SRM,MSRB2,MTR,SHMT1,MAT2B,CHDH,IL4I1,AHCY,CTH,CBSL,AMD1
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	SMP00340	SMPDB	MTFMT,MAT2A,BHMT,CBS,MTHFR,MTAP,DNMT1,MARS1,MSRB3,SRM,MSRB2,MTR,SHMT1,MAT2B,CHDH,IL4I1,AHCY,CTH,CBSL,AMD1
Metachromatic Leukodystrophy (MLD)	SMP00347	SMPDB	SPHK2,UGCG,GBA,UGT8,GLA,SGMS1,GAL3ST1,ACER3,SGPL1,ACER1,SPTLC2,SPTLC1,SGPP2,B4GALT6,PLPP1,ENPP7,DEGS2,GALC,KDSR,ARSA,CERK,NEU3
Porphyria Variegata (PV)	SMP00346	SMPDB	HMBS,ALAD,PPOX,COX10,HMOX1,FTMT,UROS,CPOX,ALAS1,UGT2B11,UROD,BLVRA,COX15,FECH,GUSB
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease	SMP00345	SMPDB	HMBS,ALAD,PPOX,COX10,HMOX1,FTMT,UROS,CPOX,ALAS1,UGT2B11,UROD,BLVRA,COX15,FECH,GUSB
Acute Intermittent Porphyria	SMP00344	SMPDB	HMBS,ALAD,PPOX,COX10,HMOX1,FTMT,UROS,CPOX,ALAS1,UGT2B11,UROD,BLVRA,COX15,FECH,GUSB
Nicotine Action Pathway	SMP00431	SMPDB	SLC6A3,AOX1,FXYD2,SLC6A2,PCSK2,POMC,SCN10A,UGT1A9,UGT1A4,CACNA1A,CACNB1,CHRNB2,CYP2B6,GRIN3A,GRIN2A,ATP1A3,GRIN1,KCNIP2,FMO3,KCND2,ATP1B2,ATP1B3,ATP1B1,CHRNA4,OPRM1,CYP2A6,CHRNA3,CACNA2D2,ADRA1A,DRD1,ATP1A4,SCN1B,ATP1A2,ATP1A1,SLC6A4,HTR1A
Thioguanine Action Pathway	SMP00430	SMPDB	AOX1,ADCY10,AMPD1,SLC29A2,SLC29A1,ADSL,TXN,SLC28A2,SLC28A3,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,PDE10A,NT5C2,PFAS,ENTPD5,RAC1,PRPS1L1,NUDT2,TPMT,NUDT5,ENTPD8,APRT,GUK1,RRM1,ADA,GART,ADK,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,ABCC4,ABCC5,PDE4D,RRM2
Irinotecan Action Pathway	SMP00433	SMPDB	HSPA5,SLCO1B1,BCHE,UGT1A9,UGT1A1,UGT1A10,HYOU1,ABCB1,DNAJB11,PDIA6,SDF2L1,ERP29,PDIA4,PDIA2,CES1,CES2,CYP3A4,CYP3A5,ABCG2,TOP1,ABCC1,PPIB,ABCC2
Methotrexate Action Pathway	SMP00432	SMPDB	MTFMT,MTHFD1L,MTHFD2,MTHFD1,DHFR,MTHFS,ALDH1L1,DHFRP1,MTHFR,FTCD,FPGS,GGH,SLC46A1
Docetaxel Action Pathway	SMP00435	SMPDB	ABCG2,TUBA1B,SLCO1B3,TUBB1,ABCB1,ABCC1,ABCC2
Paclitaxel Action Pathway	SMP00434	SMPDB	ABCG2,TUBA1B,SLCO1B3,TUBB1,ABCB1,ABCC1,ABCC2
Vincristine Action Pathway	SMP00437	SMPDB	TP53,RALBP1,TUBA1B,CDKN1A,TUBB1,ABCB1,ABCC2,ABCC1,ABCC10,ABCC3
Vinblastine Action Pathway	SMP00436	SMPDB	TP53,RALBP1,TUBA1B,CDKN1A,TUBB1,ABCB1,ABCC2,CYP3A4,ABCC1,ABCC10,ABCC3
Vinorelbine Action Pathway	SMP00439	SMPDB	TP53,RALBP1,TUBA1B,CDKN1A,TUBB1,ABCB1,ABCC10,CYP3A4,ABCC1,ABCC2,ABCC3
Vindesine Action Pathway	SMP00438	SMPDB	TP53,RALBP1,TUBA1B,CDKN1A,TUBB1,ABCB1,ABCC2,ABCC1,ABCC10,ABCC3
Sulfite oxidase deficiency	SMP00532	SMPDB	CHST11,PAPSS2,BPNT1,SULT1A1,SULT2B1,SULT1E1,SUOX
Monoamine oxidase-a deficiency (MAO-A)	SMP00533	SMPDB	TAT,DBH,COMT,AOC1,ALDH3A1,GSTZ1,MAOA,MIF,FAH,HAAO,PNMT,ADH1A,DDC,DCT,GOT1,HGD,TYR,HPD
G(M2)-Gangliosidosis: Variant B, Tay-sachs disease	SMP00534	SMPDB	RENBP,NPL,HK1,UAP1,GNPNAT1,HEXA,SLC17A5,CHIT1,GNPDA1,PGM3,CMAS,NANP,AMDHD2,GNE,GFPT1,NANS,NAGK
Adenine phosphoribosyltransferase deficiency (APRT)	SMP00535	SMPDB	RRM1,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,NUDT5,ENTPD8,APRT,GUK1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,PDE4D
Mitochondrial DNA depletion syndrome	SMP00536	SMPDB	RRM1,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,NUDT5,ENTPD8,APRT,GUK1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,PDE4D
Myoadenylate deaminase deficiency	SMP00537	SMPDB	RRM1,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,NUDT5,ENTPD8,APRT,GUK1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,ADSS2,GUCY1B1,DGUOK,PDE4D
Capecitabine Metabolism Pathway	SMP00607	SMPDB	CES1,TYMS,TYMP,SLC28A1,CDA
Malate-Aspartate Shuttle	SMP00129	SMPDB	GOT2,SLC25A12,SLC25A11,MDH2
Gluconeogenesis	SMP00128	SMPDB	PCK1,BPGM,MPC1,G6PC1,GAPDH,LDHAL6A,TPI1,PGAM2,FBP1,PGAM1,SLC25A11,PANK1,SLC37A4,PC,GPI,HK2,PGM1,ENO1,ALDOA,GALM,SLC2A2,MDH2
Glucose-Alanine Cycle	SMP00127	SMPDB	SLC38A4,GPT2,SLC2A4,SLC2A2,GLUD1,SLC25A22,SLC1A4,GPT
Phenylacetate Metabolism	SMP00126	SMPDB	ACSM1,GLYAT,ACSM2B
Glycerol Phosphate Shuttle	SMP00124	SMPDB	GPD1,GAPDH,GPD2
Betaine Metabolism	SMP00123	SMPDB	MAT2A,BHMT,PEMT,MAT2B,MTR,ALDH7A1,CHDH,AHCY
